,time_start,time_end,model,launch_place,target,launched,destroyed,not_reach_goal,latitude,longitude
527,13.02.2024,13.02.2024,X-59,,Odesa oblast,1.0,1,,46.1147226,29.9567193
528,02.12.2023,02.12.2023,Shahed-136/131,"Chauda, Crimea",Odesa oblast,11.0,10,,46.1147226,29.9567193
529,21.11.2023,21.11.2023,Mohajer-6,,Odesa oblast,1.0,1,,46.1147226,29.9567193
530,01.11.2023,01.11.2023,X-59,Black Sea,Odesa oblast,2.0,2,,46.1147226,29.9567193
531,17.10.2023,17.10.2023,Shahed-136/131,"Chauda, Crimea",Odesa oblast,6.0,6,,46.1147226,29.9567193
532,25.09.2023,25.09.2023,Shahed-136/131,Primorsko-Akhtarsk,Odesa oblast,19.0,19,,46.1147226,29.9567193
533,25.09.2023,25.09.2023,P-800 Oniks,"Sevastopol, Crimea",Odesa oblast,2.0,0,,46.1147226,29.9567193
534,25.09.2023,25.09.2023,Kalibr,Black Sea,Odesa oblast,12.0,11,,46.1147226,29.9567193
535,17.09.2023,17.09.2023,X-101/X-555,Engels-2,Odesa oblast,10.0,6,,46.1147226,29.9567193
536,17.09.2023,17.09.2023,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea",Odesa oblast,6.0,6,,46.1147226,29.9567193
537,03.09.2023,03.09.2023,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea",Odesa oblast,25.0,22,,46.1147226,29.9567193
538,25.08.2023,25.08.2023,X-59,Black Sea,Odesa oblast,2.0,2,,46.1147226,29.9567193
539,25.08.2023,25.08.2023,Kalibr,Black Sea,Odesa oblast,2.0,2,,46.1147226,29.9567193
540,15.08.2023,16.08.2023,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea",Odesa oblast,13.0,13,,46.1147226,29.9567193
541,14.08.2023,14.08.2023,Shahed-136/131,Primorsko-Akhtarsk,Odesa oblast,15.0,15,,46.1147226,29.9567193
542,14.08.2023,14.08.2023,Kalibr,"Black Sea, Yalta",Odesa oblast,8.0,8,,46.1147226,29.9567193
543,27.07.2023,27.07.2023,Kalibr,Black Sea,Odesa oblast,2.0,0,,46.1147226,29.9567193
544,24.07.2023,24.07.2023,Shahed-136/131,,Odesa oblast,3.0,3,,46.1147226,29.9567193
545,23.07.2023,23.07.2023,X-22,Black Sea,Odesa oblast,3.0,0,,46.1147226,29.9567193
546,23.07.2023,23.07.2023,P-800 Oniks,Crimea,Odesa oblast,5.0,0,,46.1147226,29.9567193
547,23.07.2023,23.07.2023,Kalibr,Black Sea,Odesa oblast,4.0,4,,46.1147226,29.9567193
548,23.07.2023,23.07.2023,Iskander-M,Crimea,Odesa oblast,2.0,2,,46.1147226,29.9567193
549,23.07.2023,23.07.2023,Iskander-K,Crimea,Odesa oblast,5.0,5,,46.1147226,29.9567193
550,19.07.2023,19.07.2023,X-22,Black Sea,Odesa oblast,8.0,0,,46.1147226,29.9567193
551,19.07.2023,19.07.2023,P-800 Oniks,Crimea,Odesa oblast,6.0,0,,46.1147226,29.9567193
552,14.06.2023,14.06.2023,Kalibr,Black Sea,Odesa oblast,4.0,3,,46.1147226,29.9567193
553,08.05.2023,08.05.2023,Unknown Missile,"Cape Tarkhankut, Crimea",Odesa oblast,8.0,0,,46.1147226,29.9567193
554,19.04.2023,19.04.2023,Shahed-136/131,south,Odesa oblast,12.0,10,,46.1147226,29.9567193
555,23.03.2023,23.03.2023,X-59,Black Sea,Odesa oblast,2.0,2,,46.1147226,29.9567193
556,21.03.2023,21.03.2023,X-59,Black Sea,Odesa oblast,2.0,2,,46.1147226,29.9567193
557,14.03.2023,14.03.2023,X-31P,Black Sea,Odesa oblast,4.0,0,,46.1147226,29.9567193
558,11.01.2023,11.01.2023,Unknown UAV,,Odesa oblast,1.0,1,,46.1147226,29.9567193
559,05.10.2022,05.10.2022,Shahed-136/131,,Odesa oblast,1.0,1,,46.1147226,29.9567193
560,13.10.2024,13.10.2024,Iskander-M,Kursk oblast,Poltava oblast,1.0,0,,49.8607809,33.7498787
561,09.10.2024,09.10.2024,Iskander-M/KN-23,Kursk oblast,Poltava oblast,3.0,0,,49.8607809,33.7498787
562,04.08.2024,04.08.2024,X-59,Kursk oblast,Poltava oblast,2.0,0,,49.8607809,33.7498787
563,03.07.2024,03.07.2024,X-59/X-69,,Poltava oblast,1.0,1,,49.8607809,33.7498787
564,19.06.2024,19.06.2024,X-59/X-69,,Poltava oblast,1.0,1,,49.8607809,33.7498787
565,07.06.2024,07.06.2024,X-59/X-69,,Poltava oblast,1.0,1,,49.8607809,33.7498787
566,15.03.2024,15.03.2024,X-59,,Poltava oblast,1.0,0,,49.8607809,33.7498787
567,21.02.2024,21.02.2024,X-59,Belgorod oblast,Poltava oblast,1.0,1,,49.8607809,33.7498787
568,28.01.2024,28.01.2024,Iskander-M,Voronezh oblast,Poltava oblast,2.0,0,,49.8607809,33.7498787
569,15.11.2023,15.11.2023,X-59,,Poltava oblast,1.0,1,,49.8607809,33.7498787
570,01.11.2022,01.11.2022,Shahed-136/131,north-east,Poltava oblast,3.0,3,,49.8607809,33.7498787
571,29.10.2023,29.10.2023,X-59,Belgorod oblast,Snake Island,1.0,0,,-6.674911,39.23913792091059
572,27.09.2024,27.09.2024,X-22,,Snake Island,2.0,0,,-6.674911,39.23913792091059
573,12.09.2024,12.09.2024,X-22/X-32,Black Sea,Snake Island,2.0,0,,-6.674911,39.23913792091059
574,11.09.2024,11.09.2024,X-31P,Black Sea,Snake Island,6.0,0,,-6.674911,39.23913792091059
575,10.09.2024,10.09.2024,X-31P,Black Sea,Snake Island,1.0,0,,-6.674911,39.23913792091059
576,24.08.2024,24.08.2024,X-22,,Starokostiantyniv,4.0,0,,49.756163,27.2087889
577,27.09.2024,27.09.2024,X-47 Kinzhal,,Starokostiantyniv,4.0,0,,49.756163,27.2087889
578,26.09.2024,26.09.2024,X-47 Kinzhal,,Sumy,3.0,0,,50.9119775,34.8027723
579,17.08.2024,17.08.2024,Iskander-K,Voronezh oblast,Sumy oblast,1.0,0,,50.7696518,34.3289305
580,13.11.2024,13.11.2024,C-300,Kursk oblast,Sumy oblast,2.0,0,,50.7696518,34.3289305
581,29.10.2024,30.10.2024,Unknown Missile,Belgorod oblast,Sumy oblast,1.0,0,,50.7696518,34.3289305
582,28.09.2024,28.09.2024,Shahed-136/131,,Sumy oblast,3.0,1,,50.7696518,34.3289305
583,26.09.2024,26.09.2024,Unknown Missile,,Sumy oblast,2.0,0,,50.7696518,34.3289305
584,23.09.2024,23.09.2024,Shahed-136/131,,Sumy oblast,4.0,3,1.0,50.7696518,34.3289305
585,23.07.2024,23.07.2024,X-69,Kursk oblast,Sumy oblast,1.0,0,1.0,50.7696518,34.3289305
586,23.07.2024,23.07.2024,Shahed-136/131,Kursk oblast,Sumy oblast,8.0,7,,50.7696518,34.3289305
587,11.07.2024,11.07.2024,Iskander-M,Kursk oblast,Sumy oblast,2.0,0,,50.7696518,34.3289305
588,06.05.2024,06.05.2024,Shahed-136/131,Kursk oblast,Sumy oblast,13.0,12,,50.7696518,34.3289305
589,18.03.2024,18.03.2024,X-59,,Sumy oblast,2.0,0,,50.7696518,34.3289305
590,04.11.2023,04.11.2023,Shahed-136/131,Kursk oblast,Vinnytsia oblast,2.0,2,,48.8990315,28.516068
591,01.09.2023,01.09.2023,Kalibr,"Black Sea, Feodosia",Vinnytsia oblast,2.0,1,,48.8990315,28.516068
592,26.07.2023,26.07.2023,Kalibr,Black Sea,Zaporizhzhia,3.0,3,,47.8507859,35.1182867
593,28.11.2023,28.11.2023,Iskander-M,,Zaporizhzhia,1.0,0,,47.8507859,35.1182867
594,09.10.2022,09.10.2022,X-59,Rostov oblast,Zaporizhzhia,2.0,1,,47.8507859,35.1182867
595,09.10.2022,09.10.2022,X-22,Ryazan oblast,Zaporizhzhia,4.0,0,,47.8507859,35.1182867
596,09.10.2022,09.10.2022,C-300,,Zaporizhzhia oblast,16.0,0,,46.4609198,34.8643071
597,22.05.2024,22.05.2024,ZALA,,Zaporizhzhia oblast,1.0,1,,46.4609198,34.8643071
598,22.05.2024,22.05.2024,X-59/X-69,,Zaporizhzhia oblast,1.0,1,,46.4609198,34.8643071
599,05.05.2024,05.05.2024,ZALA,,Zaporizhzhia oblast,1.0,1,,46.4609198,34.8643071
600,05.05.2024,05.05.2024,Orlan-10,,Zaporizhzhia oblast,1.0,1,,46.4609198,34.8643071
601,03.05.2024,03.05.2024,Reconnaissance UAV,,Zaporizhzhia oblast,1.0,1,,46.4609198,34.8643071
602,20.04.2024,20.04.2024,Supercam,,Zaporizhzhia oblast,1.0,1,,46.4609198,34.8643071
603,20.04.2024,20.04.2024,Supercam,,Zaporizhzhia oblast,1.0,1,,46.4609198,34.8643071
604,12.04.2024,12.04.2024,ZALA,,Zaporizhzhia oblast,1.0,1,,46.4609198,34.8643071
605,11.04.2024,11.04.2024,Supercam,,Zaporizhzhia oblast,1.0,1,,46.4609198,34.8643071
606,11.04.2024,11.04.2024,X-59,Zaporizhzhia oblast,Zaporizhzhia oblast,4.0,2,,46.4609198,34.8643071
607,11.04.2024,11.04.2024,ZALA,,Zaporizhzhia oblast,1.0,1,,46.4609198,34.8643071
608,10.04.2024,10.04.2024,ZALA,,Zaporizhzhia oblast,1.0,1,,46.4609198,34.8643071
609,10.04.2024,10.04.2024,X-59,,Zaporizhzhia oblast,1.0,1,,46.4609198,34.8643071
610,06.04.2024,06.04.2024,Kalibr,Black Sea,Zaporizhzhia oblast,1.0,1,,46.4609198,34.8643071
611,27.03.2024,27.03.2024,X-59,,Zaporizhzhia oblast,1.0,1,,46.4609198,34.8643071
612,15.02.2024,15.02.2024,X-59,Kursk oblast,Zaporizhzhia oblast,4.0,2,,46.4609198,34.8643071
613,24.12.2023,24.12.2023,X-59,,Zaporizhzhia oblast,1.0,1,,46.4609198,34.8643071
614,11.12.2023,11.12.2023,X-59,,Zaporizhzhia oblast,1.0,1,,46.4609198,34.8643071
615,05.12.2023,05.12.2023,Reconnaissance UAV,,Zaporizhzhia oblast,1.0,1,,46.4609198,34.8643071
616,21.11.2023,22.11.2023,X-22,south-east,Zaporizhzhia oblast,1.0,0,,46.4609198,34.8643071
617,27.08.2023,27.08.2023,Shahed-136/131,,Zaporizhzhia oblast,2.0,2,,46.4609198,34.8643071
618,12.08.2023,12.08.2023,Shahed-136/131,south-east,Zaporizhzhia oblast,5.0,3,,46.4609198,34.8643071
